ID,State,State Abbreviation,Region,Year,Gender,EducationLevelofMother,EducationLevel,NumberOfBirths,AverageAgeOfMother ,AverageBirthWeight ,LowBirthWeight
3259,New Jersey,NJ,Northeast,2017,M,Some college credit,4,6965,29.2,3321.3,No
3260,New Jersey,NJ,Northeast,2017,M,Associate degree,5,3623,30.7,3333.8,No
3261,New Jersey,NJ,Northeast,2017,M,Bachelor's degree,6,13866,32.2,3338.3,No
3262,New Jersey,NJ,Northeast,2017,M,Master's degree,7,8047,33,3343.7,No
3263,New Jersey,NJ,Northeast,2017,M,Doctorate,8,1737,34.2,3326.2,No
3264,New Jersey,NJ,Northeast,2017,M,Not Stated,9,375,30.7,3179.8,No
3265,New Jersey,NJ,Northeast,2018,F,8th grade or less,1,2067,30.5,3193.6,No
3266,New Jersey,NJ,Northeast,2018,F,9th through 12th grade,2,3141,26.6,3143.2,No
3267,New Jersey,NJ,Northeast,2018,F,High school graduate,3,11642,28.2,3166.4,No
3268,New Jersey,NJ,Northeast,2018,F,Some college credit,4,6384,29.3,3184.3,No
3269,New Jersey,NJ,Northeast,2018,F,Associate degree,5,3299,31,3220,No
3270,New Jersey,NJ,Northeast,2018,F,Bachelor's degree,6,13177,32.3,3233.6,No
3271,New Jersey,NJ,Northeast,2018,F,Master's degree,7,7796,33.2,3228.9,No
3272,New Jersey,NJ,Northeast,2018,F,Doctorate,8,1727,34.1,3193.5,No
3273,New Jersey,NJ,Northeast,2018,F,Not Stated,9,299,30.7,3128.7,No
3274,New Jersey,NJ,Northeast,2018,M,8th grade or less,1,2082,30.4,3330.4,No
3275,New Jersey,NJ,Northeast,2018,M,9th through 12th grade,2,3296,26.4,3243.1,No
3276,New Jersey,NJ,Northeast,2018,M,High school graduate,3,12256,28.1,3290.2,No
3277,New Jersey,NJ,Northeast,2018,M,Some college credit,4,6610,29.4,3299.8,No
3278,New Jersey,NJ,Northeast,2018,M,Associate degree,5,3529,31,3325.4,No
3279,New Jersey,NJ,Northeast,2018,M,Bachelor's degree,6,13652,32.3,3346.8,No
3280,New Jersey,NJ,Northeast,2018,M,Master's degree,7,8105,33.2,3341.1,No
3281,New Jersey,NJ,Northeast,2018,M,Doctorate,8,1842,34.3,3302,No
3282,New Jersey,NJ,Northeast,2018,M,Not Stated,9,319,30.7,3199.8,No
3283,New Jersey,NJ,Northeast,2019,F,8th grade or less,1,1916,30.3,3201.8,No
3284,New Jersey,NJ,Northeast,2019,F,9th through 12th grade,2,2959,26.6,3118.4,No
3285,New Jersey,NJ,Northeast,2019,F,High school graduate,3,11171,28.2,3164.9,No
3286,New Jersey,NJ,Northeast,2019,F,Some college credit,4,6071,29.5,3198.5,No
3287,New Jersey,NJ,Northeast,2019,F,Associate degree,5,3340,31,3210.4,No
3288,New Jersey,NJ,Northeast,2019,F,Bachelor's degree,6,13048,32.4,3236.5,No
3289,New Jersey,NJ,Northeast,2019,F,Master's degree,7,7680,33.2,3224.4,No
3290,New Jersey,NJ,Northeast,2019,F,Doctorate,8,1826,34.4,3205.3,No
3291,New Jersey,NJ,Northeast,2019,F,Not Stated,9,322,30.5,3086.5,Yes
3292,New Jersey,NJ,Northeast,2019,M,8th grade or less,1,1937,30.2,3280.4,No
3293,New Jersey,NJ,Northeast,2019,M,9th through 12th grade,2,3121,26.6,3250.4,No
3294,New Jersey,NJ,Northeast,2019,M,High school graduate,3,11993,28.1,3280.4,No
3295,New Jersey,NJ,Northeast,2019,M,Some college credit,4,6434,29.5,3300.6,No
3296,New Jersey,NJ,Northeast,2019,M,Associate degree,5,3569,31.2,3308.4,No
3297,New Jersey,NJ,Northeast,2019,M,Bachelor's degree,6,13895,32.3,3348.8,No
3298,New Jersey,NJ,Northeast,2019,M,Master's degree,7,8077,33.2,3333.4,No
3299,New Jersey,NJ,Northeast,2019,M,Doctorate,8,1865,34.2,3324.6,No
3300,New Jersey,NJ,Northeast,2019,M,Not Stated,9,361,30.6,3167.1,No
3301,New Jersey,NJ,Northeast,2020,F,8th grade or less,1,1913,30.4,3211.1,No
3302,New Jersey,NJ,Northeast,2020,F,9th through 12th grade,2,2688,26.7,3127.3,No
3303,New Jersey,NJ,Northeast,2020,F,High school graduate,3,11290,28.4,3166.4,No
3304,New Jersey,NJ,Northeast,2020,F,Some college credit,4,5798,29.6,3194.4,No
3305,New Jersey,NJ,Northeast,2020,F,Associate degree,5,3272,31.2,3215.1,No
3306,New Jersey,NJ,Northeast,2020,F,Bachelor's degree,6,12846,32.5,3231.8,No
3307,New Jersey,NJ,Northeast,2020,F,Master's degree,7,7737,33.4,3229.8,No
3308,New Jersey,NJ,Northeast,2020,F,Doctorate,8,1828,34.4,3211.1,No
3309,New Jersey,NJ,Northeast,2020,F,Not Stated,9,454,30.9,3093.7,Yes
3310,New Jersey,NJ,Northeast,2020,M,8th grade or less,1,1914,30.4,3292.3,No
3311,New Jersey,NJ,Northeast,2020,M,9th through 12th grade,2,2786,26.7,3243.6,No
3312,New Jersey,NJ,Northeast,2020,M,High school graduate,3,11720,28.3,3284.3,No
3313,New Jersey,NJ,Northeast,2020,M,Some college credit,4,5933,29.7,3305.8,No
3314,New Jersey,NJ,Northeast,2020,M,Associate degree,5,3528,31,3326.3,No
3315,New Jersey,NJ,Northeast,2020,M,Bachelor's degree,6,13799,32.5,3352.6,No
3316,New Jersey,NJ,Northeast,2020,M,Master's degree,7,8187,33.3,3347,No
3317,New Jersey,NJ,Northeast,2020,M,Doctorate,8,1795,34.3,3317.2,No
3318,New Jersey,NJ,Northeast,2020,M,Not Stated,9,466,30.6,3264.8,No
3319,New Jersey,NJ,Northeast,2021,F,8th grade or less,1,1736,30.1,3191.6,No
3320,New Jersey,NJ,Northeast,2021,F,9th through 12th grade,2,2527,27,3142.4,No
3321,New Jersey,NJ,Northeast,2021,F,High school graduate,3,11548,28.4,3172.4,No
3322,New Jersey,NJ,Northeast,2021,F,Some college credit,4,5923,30,3187.2,No
3323,New Jersey,NJ,Northeast,2021,F,Associate degree,5,3310,31.2,3195,No
3324,New Jersey,NJ,Northeast,2021,F,Bachelor's degree,6,13702,32.6,3240,No
3325,New Jersey,NJ,Northeast,2021,F,Master's degree,7,8251,33.5,3234.8,No
3326,New Jersey,NJ,Northeast,2021,F,Doctorate,8,2044,34.5,3206,No
3327,New Jersey,NJ,Northeast,2021,F,Not Stated,9,553,31.1,3153.2,No
3328,New Jersey,NJ,Northeast,2021,M,8th grade or less,1,1830,30,3296.2,No
3329,New Jersey,NJ,Northeast,2021,M,9th through 12th grade,2,2623,27,3251.8,No
3330,New Jersey,NJ,Northeast,2021,M,High school graduate,3,11836,28.5,3288.6,No
3331,New Jersey,NJ,Northeast,2021,M,Some college credit,4,6074,29.8,3306.5,No
3332,New Jersey,NJ,Northeast,2021,M,Associate degree,5,3600,31.1,3334.8,No
3333,New Jersey,NJ,Northeast,2021,M,Bachelor's degree,6,14574,32.6,3358.5,No
3334,New Jersey,NJ,Northeast,2021,M,Master's degree,7,8739,33.4,3357.8,No
3335,New Jersey,NJ,Northeast,2021,M,Doctorate,8,2036,34.5,3307.6,No
3336,New Jersey,NJ,Northeast,2021,M,Not Stated,9,591,31.4,3193.2,No
3337,New Mexico,NM,Southwest,2016,F,8th grade or less,1,354,28.6,3176.9,No
3338,New Mexico,NM,Southwest,2016,F,9th through 12th grade,2,2059,24.3,3086.7,Yes
3339,New Mexico,NM,Southwest,2016,F,High school graduate,3,2892,25.9,3120.6,No
3340,New Mexico,NM,Southwest,2016,F,Some college credit,4,3250,26.8,3130.4,No
3341,New Mexico,NM,Southwest,2016,F,Associate degree,5,1063,29,3171.4,No
3342,New Mexico,NM,Southwest,2016,F,Bachelor's degree,6,1606,30.7,3208.4,No
3343,New Mexico,NM,Southwest,2016,F,Master's degree,7,573,32.6,3172.6,No
3344,New Mexico,NM,Southwest,2016,F,Doctorate,8,256,33.7,3133.2,No
3345,New Mexico,NM,Southwest,2016,F,Not Stated,9,43,28.8,2993.8,Yes
3346,New Mexico,NM,Southwest,2016,M,8th grade or less,1,314,28.3,3254.7,No
3347,New Mexico,NM,Southwest,2016,M,9th through 12th grade,2,2155,24.3,3162.3,No
3348,New Mexico,NM,Southwest,2016,M,High school graduate,3,3023,26,3221.3,No
3349,New Mexico,NM,Southwest,2016,M,Some college credit,4,3409,26.9,3244.4,No
3350,New Mexico,NM,Southwest,2016,M,Associate degree,5,1131,29,3264.6,No
3351,New Mexico,NM,Southwest,2016,M,Bachelor's degree,6,1639,30.9,3314.4,No
3352,New Mexico,NM,Southwest,2016,M,Master's degree,7,613,32.6,3293.4,No
3353,New Mexico,NM,Southwest,2016,M,Doctorate,8,255,33.4,3277.8,No
3354,New Mexico,NM,Southwest,2016,M,Not Stated,9,57,28,3088.6,Yes
3355,New Mexico,NM,Southwest,2017,F,8th grade or less,1,296,28.2,3137.8,No
3356,New Mexico,NM,Southwest,2017,F,9th through 12th grade,2,1862,24.6,3079.4,Yes
3357,New Mexico,NM,Southwest,2017,F,High school graduate,3,2838,26,3115.9,No
3358,New Mexico,NM,Southwest,2017,F,Some college credit,4,3142,27.2,3133.5,No
3359,New Mexico,NM,Southwest,2017,F,Associate degree,5,1069,29.2,3139.6,No
3360,New Mexico,NM,Southwest,2017,F,Bachelor's degree,6,1548,30.9,3163.7,No
3361,New Mexico,NM,Southwest,2017,F,Master's degree,7,562,32.6,3191.9,No
3362,New Mexico,NM,Southwest,2017,F,Doctorate,8,245,34,3137.5,No
3363,New Mexico,NM,Southwest,2017,F,Not Stated,9,24,29.1,3018.5,Yes
3364,New Mexico,NM,Southwest,2017,M,8th grade or less,1,352,28,3220.3,No
3365,New Mexico,NM,Southwest,2017,M,9th through 12th grade,2,2012,24.4,3153.8,No
3366,New Mexico,NM,Southwest,2017,M,High school graduate,3,2974,25.9,3213,No
3367,New Mexico,NM,Southwest,2017,M,Some college credit,4,3321,27.1,3235.3,No
3368,New Mexico,NM,Southwest,2017,M,Associate degree,5,1095,29.4,3291.5,No
3369,New Mexico,NM,Southwest,2017,M,Bachelor's degree,6,1557,30.7,3299.4,No
3370,New Mexico,NM,Southwest,2017,M,Master's degree,7,571,32.9,3252.4,No
3371,New Mexico,NM,Southwest,2017,M,Doctorate,8,268,33.7,3282.8,No
3372,New Mexico,NM,Southwest,2017,M,Not Stated,9,31,28,3161.1,No
3373,New Mexico,NM,Southwest,2018,F,8th grade or less,1,274,28.6,3165.8,No
3374,New Mexico,NM,Southwest,2018,F,9th through 12th grade,2,1767,24.8,3081.5,Yes
3375,New Mexico,NM,Southwest,2018,F,High school graduate,3,2788,26.1,3133.8,No
3376,New Mexico,NM,Southwest,2018,F,Some college credit,4,3175,27.3,3132.9,No
3377,New Mexico,NM,Southwest,2018,F,Associate degree,5,1075,29.1,3132,No
3378,New Mexico,NM,Southwest,2018,F,Bachelor's degree,6,1518,30.9,3175.4,No
3379,New Mexico,NM,Southwest,2018,F,Master's degree,7,505,32.7,3164.9,No
3380,New Mexico,NM,Southwest,2018,F,Doctorate,8,251,34.5,3118.2,No
3381,New Mexico,NM,Southwest,2018,F,Not Stated,9,32,27,3053.4,Yes
3382,New Mexico,NM,Southwest,2018,M,8th grade or less,1,283,28.2,3164.1,No
3383,New Mexico,NM,Southwest,2018,M,9th through 12th grade,2,1723,24.5,3178.5,No
3384,New Mexico,NM,Southwest,2018,M,High school graduate,3,2821,26,3214.2,No
3385,New Mexico,NM,Southwest,2018,M,Some college credit,4,3190,27.4,3234.1,No
3386,New Mexico,NM,Southwest,2018,M,Associate degree,5,1084,29,3264.8,No
3387,New Mexico,NM,Southwest,2018,M,Bachelor's degree,6,1664,30.7,3285.6,No
3388,New Mexico,NM,Southwest,2018,M,Master's degree,7,579,32.8,3287.3,No
3389,New Mexico,NM,Southwest,2018,M,Doctorate,8,285,33.9,3261.7,No
3390,New Mexico,NM,Southwest,2018,M,Not Stated,9,25,27.5,3033.9,Yes
3391,New Mexico,NM,Southwest,2019,F,8th grade or less,1,294,29.2,3055.2,Yes
3392,New Mexico,NM,Southwest,2019,F,9th through 12th grade,2,1639,24.8,3067.2,Yes
3393,New Mexico,NM,Southwest,2019,F,High school graduate,3,2883,26.2,3115.9,No
3394,New Mexico,NM,Southwest,2019,F,Some college credit,4,2998,27.5,3116.6,No
3395,New Mexico,NM,Southwest,2019,F,Associate degree,5,1044,29.4,3143,No
3396,New Mexico,NM,Southwest,2019,F,Bachelor's degree,6,1492,31,3169.4,No
3397,New Mexico,NM,Southwest,2019,F,Master's degree,7,591,33,3124.9,No
3398,New Mexico,NM,Southwest,2019,F,Doctorate,8,238,33.5,3107,No
3399,New Mexico,NM,Southwest,2019,F,Not Stated,9,23,28.1,3260.1,No
3400,New Mexico,NM,Southwest,2019,M,8th grade or less,1,278,28.5,3152.9,No
3401,New Mexico,NM,Southwest,2019,M,9th through 12th grade,2,1801,24.6,3147.7,No
3402,New Mexico,NM,Southwest,2019,M,High school graduate,3,2957,26.2,3211.1,No
3403,New Mexico,NM,Southwest,2019,M,Some college credit,4,3094,27.5,3224.9,No
3404,New Mexico,NM,Southwest,2019,M,Associate degree,5,1091,29,3280.6,No
3405,New Mexico,NM,Southwest,2019,M,Bachelor's degree,6,1593,30.8,3271.5,No
3406,New Mexico,NM,Southwest,2019,M,Master's degree,7,641,32.6,3259.8,No
3407,New Mexico,NM,Southwest,2019,M,Doctorate,8,272,34.1,3227.8,No
3408,New Mexico,NM,Southwest,2019,M,Not Stated,9,31,30.1,3144.1,No
3409,New Mexico,NM,Southwest,2020,F,8th grade or less,1,244,28.6,3062.8,Yes
3410,New Mexico,NM,Southwest,2020,F,9th through 12th grade,2,1587,24.8,3077.8,Yes
3411,New Mexico,NM,Southwest,2020,F,High school graduate,3,2746,26.3,3107.8,No
3412,New Mexico,NM,Southwest,2020,F,Some college credit,4,2753,27.4,3134.6,No
3413,New Mexico,NM,Southwest,2020,F,Associate degree,5,997,29.4,3146.2,No
3414,New Mexico,NM,Southwest,2020,F,Bachelor's degree,6,1418,31,3175.4,No
3415,New Mexico,NM,Southwest,2020,F,Master's degree,7,550,32.9,3164.6,No
3416,New Mexico,NM,Southwest,2020,F,Doctorate,8,235,33.8,3115.6,No
3417,New Mexico,NM,Southwest,2020,F,Not Stated,9,30,29.5,2821.3,Yes
3418,New Mexico,NM,Southwest,2020,M,8th grade or less,1,275,28.9,3130.7,No
3419,New Mexico,NM,Southwest,2020,M,9th through 12th grade,2,1621,25,3194.9,No
3420,New Mexico,NM,Southwest,2020,M,High school graduate,3,2899,26.3,3208.3,No
3421,New Mexico,NM,Southwest,2020,M,Some college credit,4,3043,27.4,3211.5,No
3422,New Mexico,NM,Southwest,2020,M,Associate degree,5,1059,29.1,3264.5,No
3423,New Mexico,NM,Southwest,2020,M,Bachelor's degree,6,1564,30.7,3311,No
3424,New Mexico,NM,Southwest,2020,M,Master's degree,7,596,33.2,3303.3,No
3425,New Mexico,NM,Southwest,2020,M,Doctorate,8,260,34.2,3275.6,No
3426,New Mexico,NM,Southwest,2020,M,Not Stated,9,26,27.4,3042.9,Yes
3427,New Mexico,NM,Southwest,2021,F,8th grade or less,1,240,27.8,3055.5,Yes
3428,New Mexico,NM,Southwest,2021,F,9th through 12th grade,2,1401,24.7,3072.9,Yes
3429,New Mexico,NM,Southwest,2021,F,High school graduate,3,2664,26.3,3094.6,Yes
3430,New Mexico,NM,Southwest,2021,F,Some college credit,4,2676,27.8,3122.2,No
3431,New Mexico,NM,Southwest,2021,F,Associate degree,5,1015,29.3,3133.6,No
3432,New Mexico,NM,Southwest,2021,F,Bachelor's degree,6,1505,31,3167.3,No
3433,New Mexico,NM,Southwest,2021,F,Master's degree,7,654,33.2,3145.2,No
3434,New Mexico,NM,Southwest,2021,F,Doctorate,8,203,34.3,3067,Yes
3435,New Mexico,NM,Southwest,2021,F,Not Stated,9,29,27.3,3095.4,Yes
3436,New Mexico,NM,Southwest,2021,M,8th grade or less,1,262,28.5,3214.2,No
3437,New Mexico,NM,Southwest,2021,M,9th through 12th grade,2,1470,25,3180.5,No
3438,New Mexico,NM,Southwest,2021,M,High school graduate,3,2694,26.3,3201,No
3439,New Mexico,NM,Southwest,2021,M,Some college credit,4,2865,27.8,3235,No
3440,New Mexico,NM,Southwest,2021,M,Associate degree,5,1061,29.4,3218.8,No
3441,New Mexico,NM,Southwest,2021,M,Bachelor's degree,6,1621,30.9,3277.4,No
3442,New Mexico,NM,Southwest,2021,M,Master's degree,7,757,33.1,3306.2,No
3443,New Mexico,NM,Southwest,2021,M,Doctorate,8,237,34.2,3236.8,No
3444,New Mexico,NM,Southwest,2021,M,Not Stated,9,37,27.8,3189.8,No
3445,New York,NY,Northeast,2016,F,8th grade or less,1,5316,30.2,3201.2,No
3446,New York,NY,Northeast,2016,F,9th through 12th grade,2,12413,26.4,3135.6,No
3447,New York,NY,Northeast,2016,F,High school graduate,3,25339,27.8,3182.3,No
3448,New York,NY,Northeast,2016,F,Some college credit,4,18429,28.7,3198.7,No
3449,New York,NY,Northeast,2016,F,Associate degree,5,9301,30.4,3221.1,No
3450,New York,NY,Northeast,2016,F,Bachelor's degree,6,22703,32,3229.3,No
3451,New York,NY,Northeast,2016,F,Master's degree,7,16418,33.1,3253.5,No
3452,New York,NY,Northeast,2016,F,Doctorate,8,4004,34.2,3222.7,No
3453,New York,NY,Northeast,2016,F,Not Stated,9,543,29.3,3067.6,Yes
3454,New York,NY,Northeast,2016,M,8th grade or less,1,5490,30.1,3315,No
3455,New York,NY,Northeast,2016,M,9th through 12th grade,2,12918,26.4,3250,No
3456,New York,NY,Northeast,2016,M,High school graduate,3,26579,27.8,3308.4,No
3457,New York,NY,Northeast,2016,M,Some college credit,4,19344,28.6,3313.9,No
3458,New York,NY,Northeast,2016,M,Associate degree,5,9457,30.3,3331.4,No
3459,New York,NY,Northeast,2016,M,Bachelor's degree,6,24053,32,3356.4,No
3460,New York,NY,Northeast,2016,M,Master's degree,7,17198,33.1,3372.9,No
3461,New York,NY,Northeast,2016,M,Doctorate,8,4183,34.1,3337.8,No
3462,New York,NY,Northeast,2016,M,Not Stated,9,595,29.5,3243.2,No
3463,New York,NY,Northeast,2017,F,8th grade or less,1,5054,30.3,3210.3,No
3464,New York,NY,Northeast,2017,F,9th through 12th grade,2,11806,26.7,3124.8,No
3465,New York,NY,Northeast,2017,F,High school graduate,3,25372,27.9,3179.3,No
3466,New York,NY,Northeast,2017,F,Some college credit,4,17639,28.8,3189.4,No
3467,New York,NY,Northeast,2017,F,Associate degree,5,8855,30.4,3219.1,No
3468,New York,NY,Northeast,2017,F,Bachelor's degree,6,22566,32.1,3231.6,No
3469,New York,NY,Northeast,2017,F,Master's degree,7,16167,33.3,3245.4,No
3470,New York,NY,Northeast,2017,F,Doctorate,8,3958,34.4,3219.5,No
3471,New York,NY,Northeast,2017,F,Not Stated,9,597,29.8,3018.1,Yes
3472,New York,NY,Northeast,2017,M,8th grade or less,1,5492,30.6,3298.9,No
3473,New York,NY,Northeast,2017,M,9th through 12th grade,2,12348,26.8,3238.2,No
3474,New York,NY,Northeast,2017,M,High school graduate,3,26414,27.9,3292.1,No
3475,New York,NY,Northeast,2017,M,Some college credit,4,18628,28.8,3307.5,No
3476,New York,NY,Northeast,2017,M,Associate degree,5,9334,30.5,3336.6,No
3477,New York,NY,Northeast,2017,M,Bachelor's degree,6,23576,32.2,3354.4,No
3478,New York,NY,Northeast,2017,M,Master's degree,7,17163,33.2,3371.5,No
3479,New York,NY,Northeast,2017,M,Doctorate,8,4155,34.4,3323.4,No
3480,New York,NY,Northeast,2017,M,Not Stated,9,613,29.7,3136.9,No
3481,New York,NY,Northeast,2018,F,8th grade or less,1,4712,30.6,3207.6,No
3482,New York,NY,Northeast,2018,F,9th through 12th grade,2,10981,26.8,3133.2,No
3483,New York,NY,Northeast,2018,F,High school graduate,3,25376,28.1,3174.5,No
3484,New York,NY,Northeast,2018,F,Some college credit,4,17314,29,3193.5,No
3485,New York,NY,Northeast,2018,F,Associate degree,5,8736,30.6,3217.6,No
3486,New York,NY,Northeast,2018,F,Bachelor's degree,6,22477,32.3,3228,No
3487,New York,NY,Northeast,2018,F,Master's degree,7,16396,33.4,3246,No
3488,New York,NY,Northeast,2018,F,Doctorate,8,4039,34.4,3210.7,No
3489,New York,NY,Northeast,2018,F,Not Stated,9,608,29.4,3051.3,Yes
3490,New York,NY,Northeast,2018,M,8th grade or less,1,5063,30.6,3306.6,No
3491,New York,NY,Northeast,2018,M,9th through 12th grade,2,11414,26.8,3227.9,No
3492,New York,NY,Northeast,2018,M,High school graduate,3,26375,28,3294.5,No
3493,New York,NY,Northeast,2018,M,Some college credit,4,17768,29,3306.4,No
3494,New York,NY,Northeast,2018,M,Associate degree,5,9232,30.6,3335.2,No
3495,New York,NY,Northeast,2018,M,Bachelor's degree,6,23631,32.2,3357.6,No
3496,New York,NY,Northeast,2018,M,Master's degree,7,16993,33.3,3374.7,No
3497,New York,NY,Northeast,2018,M,Doctorate,8,4389,34.4,3343.6,No
3498,New York,NY,Northeast,2018,M,Not Stated,9,734,30,3104.2,No
3499,New York,NY,Northeast,2019,F,8th grade or less,1,4408,30.6,3183.4,No
3500,New York,NY,Northeast,2019,F,9th through 12th grade,2,10573,27,3122.7,No
3501,New York,NY,Northeast,2019,F,High school graduate,3,24859,28.1,3165.3,No
3502,New York,NY,Northeast,2019,F,Some college credit,4,16529,29.1,3180.2,No
3503,New York,NY,Northeast,2019,F,Associate degree,5,8621,30.7,3211.7,No
3504,New York,NY,Northeast,2019,F,Bachelor's degree,6,22554,32.4,3220.9,No
3505,New York,NY,Northeast,2019,F,Master's degree,7,16161,33.4,3249.3,No
3506,New York,NY,Northeast,2019,F,Doctorate,8,3995,34.6,3229.3,No
3507,New York,NY,Northeast,2019,F,Not Stated,9,774,29.7,3007.1,Yes
3508,New York,NY,Northeast,2019,M,8th grade or less,1,4576,30.5,3304.1,No
3509,New York,NY,Northeast,2019,M,9th through 12th grade,2,10989,26.9,3236.8,No
3510,New York,NY,Northeast,2019,M,High school graduate,3,25842,28,3294.5,No
3511,New York,NY,Northeast,2019,M,Some college credit,4,17233,29.1,3298.7,No
3512,New York,NY,Northeast,2019,M,Associate degree,5,8981,30.6,3332.2,No
3513,New York,NY,Northeast,2019,M,Bachelor's degree,6,23609,32.3,3341.8,No
3514,New York,NY,Northeast,2019,M,Master's degree,7,16869,33.4,3367.3,No
3515,New York,NY,Northeast,2019,M,Doctorate,8,4183,34.6,3319.6,No
3516,New York,NY,Northeast,2019,M,Not Stated,9,783,29.7,3112.5,No
3517,New York,NY,Northeast,2020,F,8th grade or less,1,4008,30.6,3195.5,No
3518,New York,NY,Northeast,2020,F,9th through 12th grade,2,9458,27.2,3110.9,No
3519,New York,NY,Northeast,2020,F,High school graduate,3,23620,28.1,3171.6,No
3520,New York,NY,Northeast,2020,F,Some college credit,4,15317,29.2,3180.3,No
3521,New York,NY,Northeast,2020,F,Associate degree,5,8279,30.8,3203.6,No
3522,New York,NY,Northeast,2020,F,Bachelor's degree,6,21216,32.4,3226.2,No
3523,New York,NY,Northeast,2020,F,Master's degree,7,15548,33.5,3238.4,No
3524,New York,NY,Northeast,2020,F,Doctorate,8,3915,34.5,3201.5,No
3525,New York,NY,Northeast,2020,F,Not Stated,9,711,29.2,3025.7,Yes
3526,New York,NY,Northeast,2020,M,8th grade or less,1,4288,30.7,3300.8,No
3527,New York,NY,Northeast,2020,M,9th through 12th grade,2,9969,27.1,3229.4,No
3528,New York,NY,Northeast,2020,M,High school graduate,3,24988,28.2,3286.9,No
3529,New York,NY,Northeast,2020,M,Some college credit,4,16175,29.2,3293.5,No
3530,New York,NY,Northeast,2020,M,Associate degree,5,8461,30.7,3331.4,No
3531,New York,NY,Northeast,2020,M,Bachelor's degree,6,22457,32.3,3346,No
3532,New York,NY,Northeast,2020,M,Master's degree,7,16180,33.4,3360,No
3533,New York,NY,Northeast,2020,M,Doctorate,8,3985,34.4,3328.7,No
3534,New York,NY,Northeast,2020,M,Not Stated,9,763,29.8,3077.8,Yes
3535,New York,NY,Northeast,2021,F,8th grade or less,1,4007,30.8,3178.9,No
3536,New York,NY,Northeast,2021,F,9th through 12th grade,2,8747,27.5,3104.8,No
3537,New York,NY,Northeast,2021,F,High school graduate,3,23529,28.2,3158.4,No
3538,New York,NY,Northeast,2021,F,Some college credit,4,15063,29.5,3176.3,No
3539,New York,NY,Northeast,2021,F,Associate degree,5,8395,30.9,3199,No
3540,New York,NY,Northeast,2021,F,Bachelor's degree,6,22216,32.4,3213.5,No
3541,New York,NY,Northeast,2021,F,Master's degree,7,16441,33.6,3233.2,No
3542,New York,NY,Northeast,2021,F,Doctorate,8,4079,34.7,3203.9,No
3543,New York,NY,Northeast,2021,F,Not Stated,9,759,30.2,3062,Yes
3544,New York,NY,Northeast,2021,M,8th grade or less,1,4016,30.6,3294.4,No
3545,New York,NY,Northeast,2021,M,9th through 12th grade,2,9182,27.2,3225.5,No
3546,New York,NY,Northeast,2021,M,High school graduate,3,24891,28.2,3275.4,No
3547,New York,NY,Northeast,2021,M,Some college credit,4,15693,29.4,3282,No
